MLM_envGWAS_N,MLM_envGWAS_NHx,FarmCPU_envGWAS_N,FarmCPU_envGWAS_NHx,Fst_N_maize,Fst_NHx_maize,MLM_envGWAS_N_sorghum,MLM_envGWAS_NHx_sorghum,FarmCPU_envGWAS_N_sorghum,FarmCPU_envGWAS_NHx_sorghum,Fst_N_Sorghum,Fst_NHx_sorghum,Fst_IndianChief,Fst_Jarvis,TajimaD_Jarvis,TajimaD_IndianChief
,,,Zm00001eb001550,,,,,,,,Zm00001eb135190,,,,
,,,Zm00001eb334840,,,,,,,,Zm00001eb228330,,,,
,,,Zm00001eb334850,,,,,,,,Zm00001eb269140,,,,
,,,Zm00001eb323380,,,,,,,,Zm00001eb113330,,,,
,,,Zm00001eb283570,,,,,,,,Zm00001eb125980,,,,
,,,Zm00001eb283580,,,,,,,,Zm00001eb106680,,,,
,,,Zm00001eb283590,,,,,,,,Zm00001eb247310,,,,
,,,Zm00001eb407710,,,,,,,,Zm00001eb418970,,,,
,,,Zm00001eb407720,,,,,,,,Zm00001eb388620,,,,
,,,Zm00001eb241930,,,,,,,,Zm00001eb298890,,,,
,,,Zm00001eb241950,,,,,,,,Zm00001eb212230,,,,
,,,Zm00001eb362030,,,,,,,,Zm00001eb185380,,,,
,,,Zm00001eb362040,,,,,,,,Zm00001eb294430,,,,
,,,Zm00001eb362050,,,,,,,,Zm00001eb333860,,,,
,,,Zm00001eb362060,,,,,,,,Zm00001eb351660,,,,
,,,Zm00001eb362070,,,,,,,,Zm00001eb155560,,,,
,,,Zm00001eb362080,,,,,,,,Zm00001eb341650,,,,
,,,Zm00001eb362090,,,,,,,,Zm00001eb145270,,,,
,,,Zm00001eb362110,,,,,,,,Zm00001eb139570,,,,
,,,Zm00001eb362120,,,,,,,,Zm00001eb069400,,,,
,,,Zm00001eb362130,,,,,,,,Zm00001eb339010,,,,
,,,Zm00001eb362140,,,,,,,,Zm00001eb226510,,,,
,,,Zm00001eb362160,,,,,,,,Zm00001eb089090,,,,
,,,Zm00001eb419910,,,,,,,,Zm00001eb137710,,,,
,,,Zm00001eb419920,,,,,,,,Zm00001eb191110,,,,
,,,Zm00001eb419930,,,,,,,,Zm00001eb370380,,,,
,,,Zm00001eb419940,,,,,,,,Zm00001eb297200,,,,
,,,Zm00001eb419950,,,,,,,,Zm00001eb249870,,,,
,,,Zm00001eb010870,,,,,,,,Zm00001eb352320,,,,
,,,Zm00001eb010890,,,,,,,,Zm00001eb282270,,,,
,,,Zm00001eb010900,,,,,,,,Zm00001eb230090,,,,
,,,Zm00001eb068700,,,,,,,,Zm00001eb195320,,,,
,,,Zm00001eb068710,,,,,,,,Zm00001eb354370,,,,
,,,Zm00001eb068720,,,,,,,,Zm00001eb082590,,,,
,,,Zm00001eb068730,,,,,,,,Zm00001eb037950,,,,
,,,Zm00001eb068750,,,,,,,,Zm00001eb053550,,,,
,,,Zm00001eb068760,,,,,,,,Zm00001eb289400,,,,
,,,Zm00001eb068770,,,,,,,,Zm00001eb284200,,,,
,,,Zm00001eb068780,,,,,,,,Zm00001eb359480,,,,
,,,Zm00001eb068790,,,,,,,,Zm00001eb158170,,,,
,,,Zm00001eb068810,,,,,,,,Zm00001eb248900,,,,
,,,Zm00001eb068820,,,,,,,,Zm00001eb183660,,,,
,,,Zm00001eb068830,,,,,,,,Zm00001eb297190,,,,
,,,Zm00001eb113240,,,,,,,,Zm00001eb201580,,,,
,,,Zm00001eb113250,,,,,,,,Zm00001eb175250,,,,
,,,Zm00001eb113260,,,,,,,,Zm00001eb354090,,,,
,,,Zm00001eb113280,,,,,,,,Zm00001eb361080,,,,
,,,Zm00001eb390650,,,,,,,,Zm00001eb056640,,,,
,,,Zm00001eb390660,,,,,,,,Zm00001eb395520,,,,
,,,Zm00001eb082590,,,,,,,,Zm00001eb358290,,,,
,,,Zm00001eb082600,,,,,,,,Zm00001eb161000,,,,
,,,Zm00001eb082610,,,,,,,,Zm00001eb441690,,,,
,,,Zm00001eb432930,,,,,,,,Zm00001eb243790,,,,
,,,Zm00001eb432940,,,,,,,,Zm00001eb242530,,,,
,,,Zm00001eb432950,,,,,,,,Zm00001eb153530,,,,
,,,Zm00001eb432980,,,,,,,,Zm00001eb333010,,,,
,,,Zm00001eb432990,,,,,,,,Zm00001eb334200,,,,
,,,Zm00001eb433000,,,,,,,,Zm00001eb063760,,,,
,,,Zm00001eb058250,,,,,,,,Zm00001eb120750,,,,
,,,Zm00001eb058260,,,,,,,,Zm00001eb296880,,,,
,,,Zm00001eb058270,,,,,,,,Zm00001eb247180,,,,
,,,Zm00001eb058280,,,,,,,,Zm00001eb140580,,,,
,,,Zm00001eb058290,,,,,,,,Zm00001eb287860,,,,
,,,Zm00001eb138450,,,,,,,,Zm00001eb364690,,,,
,,,Zm00001eb138460,,,,,,,,Zm00001eb417900,,,,
,,,Zm00001eb395060,,,,,,,,Zm00001eb331190,,,,
,,,Zm00001eb395070,,,,,,,,Zm00001eb209160,,,,
,,,Zm00001eb395080,,,,,,,,Zm00001eb164250,,,,
,,,Zm00001eb395090,,,,,,,,Zm00001eb285200,,,,
,,,Zm00001eb133590,,,,,,,,Zm00001eb082560,,,,
,,,Zm00001eb133600,,,,,,,,Zm00001eb063410,,,,
,,,Zm00001eb243230,,,,,,,,Zm00001eb354320,,,,
,,,Zm00001eb243240,,,,,,,,Zm00001eb151010,,,,
,,,Zm00001eb243250,,,,,,,,Zm00001eb353940,,,,
,,,Zm00001eb243260,,,,,,,,Zm00001eb008420,,,,
,,,Zm00001eb243270,,,,,,,,Zm00001eb396950,,,,
,,,Zm00001eb243280,,,,,,,,Zm00001eb344870,,,,
,,,Zm00001eb154320,,,,,,,,Zm00001eb416890,,,,
,,,Zm00001eb154330,,,,,,,,Zm00001eb378200,,,,
,,,Zm00001eb154340,,,,,,,,Zm00001eb333200,,,,
,,,Zm00001eb154350,,,,,,,,Zm00001eb344280,,,,
,,,Zm00001eb154360,,,,,,,,Zm00001eb220920,,,,
,,,Zm00001eb215820,,,,,,,,Zm00001eb063660,,,,
,,,Zm00001eb292690,,,,,,,,Zm00001eb220770,,,,
,,,Zm00001eb292700,,,,,,,,Zm00001eb002910,,,,
,,,Zm00001eb292710,,,,,,,,Zm00001eb143320,,,,
,,,Zm00001eb034240,,,,,,,,Zm00001eb212460,,,,
,,,Zm00001eb034250,,,,,,,,Zm00001eb143800,,,,
,,,Zm00001eb034260,,,,,,,,Zm00001eb198660,,,,
,,,Zm00001eb034280,,,,,,,,Zm00001eb118900,,,,
,,,Zm00001eb034290,,,,,,,,Zm00001eb427850,,,,
,,,Zm00001eb034300,,,,,,,,Zm00001eb146000,,,,
,,,Zm00001eb421180,,,,,,,,Zm00001eb187980,,,,
,,,Zm00001eb157400,,,,,,,,Zm00001eb294390,,,,
,,,Zm00001eb157410,,,,,,,,Zm00001eb073630,,,,
,,,Zm00001eb157430,,,,,,,,Zm00001eb386090,,,,
,,,Zm00001eb157440,,,,,,,,Zm00001eb433050,,,,
,,,Zm00001eb157450,,,,,,,,Zm00001eb102900,,,,
,,,Zm00001eb157460,,,,,,,,Zm00001eb079670,,,,
,,,Zm00001eb248340,,,,,,,,Zm00001eb410630,,,,
,,,Zm00001eb248350,,,,,,,,Zm00001eb333190,,,,
,,,Zm00001eb248360,,,,,,,,Zm00001eb158020,,,,
,,,Zm00001eb248370,,,,,,,,Zm00001eb418570,,,,
,,,Zm00001eb248380,,,,,,,,Zm00001eb323840,,,,
,,,Zm00001eb248390,,,,,,,,Zm00001eb274990,,,,
,,,Zm00001eb248400,,,,,,,,Zm00001eb368350,,,,
,,,Zm00001eb248410,,,,,,,,Zm00001eb309880,,,,
,,,Zm00001eb248420,,,,,,,,Zm00001eb398400,,,,
,,,Zm00001eb248430,,,,,,,,Zm00001eb039770,,,,
,,,Zm00001eb248440,,,,,,,,Zm00001eb037870,,,,
,,,Zm00001eb199230,,,,,,,,Zm00001eb051410,,,,
,,,Zm00001eb199240,,,,,,,,Zm00001eb252330,,,,
,,,Zm00001eb199250,,,,,,,,Zm00001eb057840,,,,
,,,Zm00001eb199260,,,,,,,,Zm00001eb046680,,,,
,,,Zm00001eb199270,,,,,,,,Zm00001eb428060,,,,
,,,Zm00001eb433250,,,,,,,,Zm00001eb388840,,,,
,,,Zm00001eb433260,,,,,,,,Zm00001eb320530,,,,
,,,Zm00001eb433270,,,,,,,,Zm00001eb414000,,,,
,,,Zm00001eb433280,,,,,,,,Zm00001eb154820,,,,
,,,Zm00001eb433300,,,,,,,,Zm00001eb319820,,,,
,,,Zm00001eb433310,,,,,,,,Zm00001eb175220,,,,
,,,Zm00001eb433320,,,,,,,,Zm00001eb084450,,,,
,,,Zm00001eb022740,,,,,,,,Zm00001eb212400,,,,
,,,Zm00001eb022750,,,,,,,,Zm00001eb146160,,,,
,,,Zm00001eb303780,,,,,,,,Zm00001eb110440,,,,
,,,Zm00001eb303790,,,,,,,,Zm00001eb345670,,,,
,,,Zm00001eb328750,,,,,,,,Zm00001eb427790,,,,
,,,Zm00001eb328760,,,,,,,,Zm00001eb364510,,,,
,,,Zm00001eb328770,,,,,,,,Zm00001eb102850,,,,
,,,Zm00001eb328780,,,,,,,,Zm00001eb348260,,,,
,,,Zm00001eb369760,,,,,,,,Zm00001eb150420,,,,
,,,Zm00001eb369770,,,,,,,,Zm00001eb303220,,,,
,,,Zm00001eb369780,,,,,,,,Zm00001eb079300,,,,
,,,Zm00001eb369790,,,,,,,,Zm00001eb014830,,,,
,,,Zm00001eb369800,,,,,,,,Zm00001eb036760,,,,
,,,Zm00001eb425510,,,,,,,,Zm00001eb214670,,,,
,,,Zm00001eb425520,,,,,,,,Zm00001eb356760,,,,
,,,Zm00001eb425530,,,,,,,,Zm00001eb389050,,,,
,,,Zm00001eb425540,,,,,,,,Zm00001eb198760,,,,
,,,Zm00001eb425550,,,,,,,,Zm00001eb349250,,,,
,,,Zm00001eb425560,,,,,,,,Zm00001eb051360,,,,
,,,Zm00001eb368990,,,,,,,,Zm00001eb291180,,,,
,,,Zm00001eb369000,,,,,,,,Zm00001eb385980,,,,
,,,Zm00001eb369010,,,,,,,,Zm00001eb387760,,,,
,,,Zm00001eb369030,,,,,,,,Zm00001eb330580,,,,
,,,Zm00001eb369040,,,,,,,,Zm00001eb028170,,,,
,,,Zm00001eb369050,,,,,,,,Zm00001eb072880,,,,
,,,Zm00001eb367910,,,,,,,,Zm00001eb260860,,,,
,,,Zm00001eb367920,,,,,,,,Zm00001eb294120,,,,
,,,Zm00001eb113600,,,,,,,,Zm00001eb242390,,,,
,,,Zm00001eb113610,,,,,,,,Zm00001eb370920,,,,
,,,Zm00001eb347340,,,,,,,,Zm00001eb327160,,,,
,,,Zm00001eb347350,,,,,,,,Zm00001eb025330,,,,
,,,Zm00001eb257490,,,,,,,,Zm00001eb245380,,,,
,,,Zm00001eb257500,,,,,,,,Zm00001eb304110,,,,
,,,Zm00001eb257510,,,,,,,,Zm00001eb289280,,,,
,,,Zm00001eb257520,,,,,,,,Zm00001eb408510,,,,
,,,Zm00001eb257530,,,,,,,,Zm00001eb368660,,,,
,,,Zm00001eb065120,,,,,,,,Zm00001eb363560,,,,
,,,Zm00001eb065130,,,,,,,,Zm00001eb418950,,,,
,,,Zm00001eb065140,,,,,,,,Zm00001eb431840,,,,
,,,Zm00001eb065150,,,,,,,,Zm00001eb035450,,,,
,,,Zm00001eb065160,,,,,,,,Zm00001eb138870,,,,
,,,Zm00001eb083820,,,,,,,,Zm00001eb070460,,,,
,,,Zm00001eb083830,,,,,,,,Zm00001eb044100,,,,
,,,Zm00001eb083840,,,,,,,,Zm00001eb021350,,,,
,,,Zm00001eb152820,,,,,,,,Zm00001eb386220,,,,
,,,Zm00001eb152830,,,,,,,,Zm00001eb247650,,,,
,,,Zm00001eb287970,,,,,,,,Zm00001eb320440,,,,
,,,Zm00001eb287980,,,,,,,,Zm00001eb267050,,,,
,,,Zm00001eb077230,,,,,,,,Zm00001eb235980,,,,
,,,Zm00001eb077240,,,,,,,,Zm00001eb274000,,,,
,,,Zm00001eb077250,,,,,,,,Zm00001eb426260,,,,
,,,Zm00001eb077260,,,,,,,,Zm00001eb015540,,,,
,,,Zm00001eb077270,,,,,,,,Zm00001eb155300,,,,
,,,Zm00001eb328270,,,,,,,,Zm00001eb348580,,,,
,,,Zm00001eb328280,,,,,,,,Zm00001eb051570,,,,
,,,Zm00001eb328290,,,,,,,,Zm00001eb144980,,,,
,,,Zm00001eb328300,,,,,,,,Zm00001eb417440,,,,
,,,Zm00001eb328310,,,,,,,,Zm00001eb331620,,,,
,,,Zm00001eb322310,,,,,,,,Zm00001eb311820,,,,
,,,Zm00001eb322320,,,,,,,,Zm00001eb154000,,,,
,,,Zm00001eb322330,,,,,,,,Zm00001eb148240,,,,
,,,Zm00001eb294190,,,,,,,,Zm00001eb410450,,,,
,,,Zm00001eb294200,,,,,,,,Zm00001eb149360,,,,
,,,Zm00001eb294210,,,,,,,,Zm00001eb416190,,,,
,,,Zm00001eb020730,,,,,,,,Zm00001eb398550,,,,
,,,Zm00001eb247080,,,,,,,,Zm00001eb351050,,,,
,,,Zm00001eb247090,,,,,,,,Zm00001eb187170,,,,
,,,Zm00001eb092880,,,,,,,,Zm00001eb038470,,,,
,,,Zm00001eb289830,,,,,,,,Zm00001eb039760,,,,
,,,Zm00001eb289840,,,,,,,,Zm00001eb407150,,,,
,,,Zm00001eb289850,,,,,,,,Zm00001eb055160,,,,
,,,Zm00001eb289860,,,,,,,,Zm00001eb188560,,,,
,,,Zm00001eb289870,,,,,,,,Zm00001eb071860,,,,
,,,Zm00001eb289880,,,,,,,,Zm00001eb434470,,,,
,,,Zm00001eb289900,,,,,,,,Zm00001eb375660,,,,
,,,Zm00001eb289910,,,,,,,,Zm00001eb105210,,,,
,,,Zm00001eb294430,,,,,,,,Zm00001eb046950,,,,
,,,Zm00001eb294440,,,,,,,,Zm00001eb008580,,,,
,,,Zm00001eb294450,,,,,,,,Zm00001eb019160,,,,
,,,Zm00001eb294460,,,,,,,,Zm00001eb293670,,,,
,,,Zm00001eb124810,,,,,,,,Zm00001eb041730,,,,
,,,Zm00001eb124820,,,,,,,,Zm00001eb366480,,,,
,,,Zm00001eb124830,,,,,,,,Zm00001eb013490,,,,
,,,Zm00001eb124840,,,,,,,,Zm00001eb333330,,,,
,,,Zm00001eb124850,,,,,,,,Zm00001eb076490,,,,
,,,Zm00001eb138260,,,,,,,,Zm00001eb428430,,,,
,,,Zm00001eb199140,,,,,,,,Zm00001eb044620,,,,
,,,Zm00001eb199150,,,,,,,,Zm00001eb256530,,,,
,,,Zm00001eb199160,,,,,,,,Zm00001eb244180,,,,
,,,Zm00001eb199170,,,,,,,,Zm00001eb347020,,,,
,,,Zm00001eb199180,,,,,,,,Zm00001eb036320,,,,
,,,Zm00001eb159750,,,,,,,,Zm00001eb246200,,,,
,,,Zm00001eb159760,,,,,,,,Zm00001eb294550,,,,
,,,Zm00001eb159770,,,,,,,,Zm00001eb303410,,,,
,,,Zm00001eb237290,,,,,,,,Zm00001eb387280,,,,
,,,Zm00001eb258130,,,,,,,,Zm00001eb395600,,,,
,,,Zm00001eb258150,,,,,,,,Zm00001eb242580,,,,
,,,Zm00001eb258160,,,,,,,,Zm00001eb423980,,,,
,,,Zm00001eb258170,,,,,,,,Zm00001eb326850,,,,
,,,Zm00001eb258180,,,,,,,,Zm00001eb291150,,,,
,,,Zm00001eb258190,,,,,,,,Zm00001eb214720,,,,
,,,Zm00001eb258200,,,,,,,,Zm00001eb321330,,,,
,,,Zm00001eb214770,,,,,,,,Zm00001eb272070,,,,
,,,Zm00001eb214780,,,,,,,,Zm00001eb285560,,,,
,,,Zm00001eb214790,,,,,,,,Zm00001eb040420,,,,
,,,Zm00001eb214800,,,,,,,,Zm00001eb253050,,,,
,,,Zm00001eb214820,,,,,,,,Zm00001eb174710,,,,
,,,Zm00001eb214830,,,,,,,,Zm00001eb294420,,,,
,,,Zm00001eb214840,,,,,,,,Zm00001eb017330,,,,
,,,Zm00001eb214850,,,,,,,,Zm00001eb366560,,,,
,,,Zm00001eb144240,,,,,,,,Zm00001eb123050,,,,
,,,Zm00001eb144250,,,,,,,,Zm00001eb128680,,,,
,,,Zm00001eb144260,,,,,,,,Zm00001eb333950,,,,
,,,Zm00001eb064160,,,,,,,,Zm00001eb378690,,,,
,,,Zm00001eb064170,,,,,,,,Zm00001eb275080,,,,
,,,Zm00001eb377180,,,,,,,,Zm00001eb286470,,,,
,,,Zm00001eb240660,,,,,,,,Zm00001eb013380,,,,
,,,Zm00001eb240670,,,,,,,,Zm00001eb270850,,,,
,,,Zm00001eb240680,,,,,,,,Zm00001eb260850,,,,
,,,Zm00001eb240690,,,,,,,,Zm00001eb044090,,,,
,,,Zm00001eb239700,,,,,,,,Zm00001eb369530,,,,
,,,Zm00001eb239710,,,,,,,,Zm00001eb241950,,,,
,,,Zm00001eb239730,,,,,,,,Zm00001eb047870,,,,
,,,Zm00001eb068950,,,,,,,,Zm00001eb113790,,,,
,,,Zm00001eb068960,,,,,,,,Zm00001eb175980,,,,
,,,Zm00001eb068970,,,,,,,,Zm00001eb183350,,,,
,,,Zm00001eb068980,,,,,,,,Zm00001eb145150,,,,
,,,Zm00001eb068990,,,,,,,,Zm00001eb365370,,,,
,,,Zm00001eb123180,,,,,,,,Zm00001eb415400,,,,
,,,Zm00001eb123190,,,,,,,,Zm00001eb415250,,,,
,,,Zm00001eb123200,,,,,,,,Zm00001eb407210,,,,
,,,Zm00001eb123210,,,,,,,,Zm00001eb061780,,,,
,,,Zm00001eb123220,,,,,,,,Zm00001eb296520,,,,
,,,Zm00001eb123230,,,,,,,,Zm00001eb442850,,,,
,,,Zm00001eb123240,,,,,,,,Zm00001eb173350,,,,
,,,Zm00001eb385490,,,,,,,,Zm00001eb251710,,,,
,,,Zm00001eb002890,,,,,,,,Zm00001eb405020,,,,
,,,Zm00001eb002900,,,,,,,,Zm00001eb428490,,,,
,,,Zm00001eb016100,,,,,,,,Zm00001eb170180,,,,
,,,Zm00001eb016110,,,,,,,,Zm00001eb297560,,,,
,,,Zm00001eb154630,,,,,,,,Zm00001eb366710,,,,
,,,Zm00001eb154640,,,,,,,,Zm00001eb075850,,,,
,,,Zm00001eb154650,,,,,,,,Zm00001eb214110,,,,
,,,Zm00001eb154670,,,,,,,,Zm00001eb152820,,,,
,,,Zm00001eb196300,,,,,,,,Zm00001eb174540,,,,
,,,Zm00001eb196310,,,,,,,,Zm00001eb332120,,,,
,,,Zm00001eb196320,,,,,,,,Zm00001eb069460,,,,
,,,Zm00001eb196330,,,,,,,,Zm00001eb158150,,,,
,,,Zm00001eb196340,,,,,,,,Zm00001eb059870,,,,
,,,Zm00001eb196350,,,,,,,,Zm00001eb063430,,,,
,,,Zm00001eb196360,,,,,,,,Zm00001eb183640,,,,
,,,Zm00001eb318760,,,,,,,,Zm00001eb045540,,,,
,,,Zm00001eb318770,,,,,,,,Zm00001eb388920,,,,
,,,Zm00001eb157380,,,,,,,,Zm00001eb249900,,,,
,,,Zm00001eb051250,,,,,,,,Zm00001eb162150,,,,
,,,Zm00001eb051260,,,,,,,,Zm00001eb119810,,,,
,,,Zm00001eb051280,,,,,,,,Zm00001eb217400,,,,
,,,Zm00001eb051290,,,,,,,,Zm00001eb259900,,,,
,,,Zm00001eb051300,,,,,,,,Zm00001eb246180,,,,
,,,Zm00001eb300720,,,,,,,,Zm00001eb224570,,,,
,,,Zm00001eb300730,,,,,,,,Zm00001eb020680,,,,
,,,Zm00001eb300740,,,,,,,,Zm00001eb013240,,,,
,,,Zm00001eb300750,,,,,,,,Zm00001eb169020,,,,
,,,Zm00001eb300760,,,,,,,,Zm00001eb416980,,,,
,,,Zm00001eb300770,,,,,,,,Zm00001eb326930,,,,
,,,Zm00001eb065950,,,,,,,,Zm00001eb371360,,,,
,,,Zm00001eb065970,,,,,,,,Zm00001eb036370,,,,
,,,Zm00001eb065980,,,,,,,,Zm00001eb036770,,,,
,,,Zm00001eb066000,,,,,,,,Zm00001eb250680,,,,
,,,Zm00001eb127170,,,,,,,,Zm00001eb422190,,,,
,,,Zm00001eb434130,,,,,,,,Zm00001eb363830,,,,
,,,Zm00001eb434140,,,,,,,,Zm00001eb017000,,,,
,,,Zm00001eb434150,,,,,,,,Zm00001eb124750,,,,
,,,Zm00001eb434170,,,,,,,,Zm00001eb346590,,,,
,,,Zm00001eb434180,,,,,,,,Zm00001eb116560,,,,
,,,Zm00001eb434190,,,,,,,,Zm00001eb342350,,,,
,,,Zm00001eb434200,,,,,,,,Zm00001eb424730,,,,
,,,Zm00001eb434210,,,,,,,,Zm00001eb150960,,,,
,,,Zm00001eb172120,,,,,,,,Zm00001eb119410,,,,
,,,Zm00001eb172130,,,,,,,,Zm00001eb066690,,,,
,,,Zm00001eb016620,,,,,,,,Zm00001eb294330,,,,
,,,Zm00001eb031640,,,,,,,,Zm00001eb354790,,,,
,,,Zm00001eb031650,,,,,,,,Zm00001eb242570,,,,
,,,Zm00001eb031660,,,,,,,,Zm00001eb035470,,,,
,,,Zm00001eb031670,,,,,,,,Zm00001eb297530,,,,
,,,Zm00001eb403690,,,,,,,,Zm00001eb395380,,,,
,,,Zm00001eb403700,,,,,,,,Zm00001eb038510,,,,
,,,Zm00001eb403710,,,,,,,,Zm00001eb231830,,,,
,,,Zm00001eb403720,,,,,,,,Zm00001eb198710,,,,
,,,Zm00001eb403730,,,,,,,,Zm00001eb365340,,,,
,,,Zm00001eb403740,,,,,,,,Zm00001eb239870,,,,
,,,Zm00001eb055300,,,,,,,,Zm00001eb174560,,,,
,,,Zm00001eb055310,,,,,,,,Zm00001eb155640,,,,
,,,Zm00001eb055320,,,,,,,,Zm00001eb424600,,,,
,,,Zm00001eb055330,,,,,,,,Zm00001eb152000,,,,
,,,Zm00001eb055340,,,,,,,,Zm00001eb282990,,,,
,,,Zm00001eb055350,,,,,,,,Zm00001eb252490,,,,
,,,Zm00001eb187130,,,,,,,,Zm00001eb303540,,,,
,,,Zm00001eb187140,,,,,,,,Zm00001eb050880,,,,
,,,Zm00001eb112420,,,,,,,,Zm00001eb046160,,,,
,,,Zm00001eb112430,,,,,,,,Zm00001eb118050,,,,
,,,Zm00001eb112440,,,,,,,,Zm00001eb313730,,,,
,,,Zm00001eb112450,,,,,,,,Zm00001eb414510,,,,
,,,Zm00001eb112460,,,,,,,,Zm00001eb212410,,,,
,,,Zm00001eb112470,,,,,,,,Zm00001eb315530,,,,
,,,Zm00001eb130600,,,,,,,,Zm00001eb271530,,,,
,,,Zm00001eb130610,,,,,,,,Zm00001eb171090,,,,
,,,Zm00001eb130620,,,,,,,,Zm00001eb277100,,,,
,,,Zm00001eb130630,,,,,,,,Zm00001eb334760,,,,
,,,Zm00001eb130640,,,,,,,,Zm00001eb416030,,,,
,,,Zm00001eb267040,,,,,,,,Zm00001eb251820,,,,
,,,Zm00001eb267050,,,,,,,,Zm00001eb252250,,,,
,,,Zm00001eb253310,,,,,,,,Zm00001eb072960,,,,
,,,Zm00001eb253320,,,,,,,,Zm00001eb345040,,,,
,,,Zm00001eb242900,,,,,,,,Zm00001eb083160,,,,
,,,Zm00001eb242920,,,,,,,,Zm00001eb024860,,,,
,,,Zm00001eb242930,,,,,,,,Zm00001eb163340,,,,
,,,Zm00001eb242940,,,,,,,,Zm00001eb365330,,,,
,,,Zm00001eb242950,,,,,,,,Zm00001eb067360,,,,
,,,Zm00001eb242960,,,,,,,,Zm00001eb100260,,,,
,,,Zm00001eb242970,,,,,,,,Zm00001eb131790,,,,
,,,Zm00001eb242980,,,,,,,,Zm00001eb159770,,,,
,,,Zm00001eb242990,,,,,,,,Zm00001eb257900,,,,
,,,Zm00001eb243000,,,,,,,,Zm00001eb010990,,,,
,,,Zm00001eb243010,,,,,,,,Zm00001eb021390,,,,
,,,Zm00001eb141990,,,,,,,,Zm00001eb016000,,,,
,,,Zm00001eb142000,,,,,,,,Zm00001eb323790,,,,
,,,Zm00001eb142010,,,,,,,,Zm00001eb055970,,,,
,,,Zm00001eb395040,,,,,,,,Zm00001eb245760,,,,
,,,Zm00001eb395050,,,,,,,,,,,,
,,,Zm00001eb160220,,,,,,,,,,,,
,,,Zm00001eb012830,,,,,,,,,,,,
,,,Zm00001eb012840,,,,,,,,,,,,
,,,Zm00001eb012850,,,,,,,,,,,,
,,,Zm00001eb012860,,,,,,,,,,,,
,,,Zm00001eb318130,,,,,,,,,,,,
,,,Zm00001eb318140,,,,,,,,,,,,
,,,Zm00001eb184830,,,,,,,,,,,,
,,,Zm00001eb184840,,,,,,,,,,,,
,,,Zm00001eb111240,,,,,,,,,,,,
,,,Zm00001eb111250,,,,,,,,,,,,
,,,Zm00001eb111260,,,,,,,,,,,,
,,,Zm00001eb111270,,,,,,,,,,,,
,,,Zm00001eb222710,,,,,,,,,,,,
,,,Zm00001eb222720,,,,,,,,,,,,
,,,Zm00001eb222730,,,,,,,,,,,,
,,,Zm00001eb222740,,,,,,,,,,,,
,,,Zm00001eb275910,,,,,,,,,,,,
,,,Zm00001eb152790,,,,,,,,,,,,
,,,Zm00001eb152800,,,,,,,,,,,,
,,,Zm00001eb152810,,,,,,,,,,,,
,,,Zm00001eb323490,,,,,,,,,,,,
,,,Zm00001eb323500,,,,,,,,,,,,
,,,Zm00001eb323510,,,,,,,,,,,,
,,,Zm00001eb090350,,,,,,,,,,,,
,,,Zm00001eb090360,,,,,,,,,,,,
,,,Zm00001eb080830,,,,,,,,,,,,
,,,Zm00001eb080840,,,,,,,,,,,,
,,,Zm00001eb089470,,,,,,,,,,,,
,,,Zm00001eb089480,,,,,,,,,,,,
,,,Zm00001eb089490,,,,,,,,,,,,
,,,Zm00001eb061740,,,,,,,,,,,,
,,,Zm00001eb398160,,,,,,,,,,,,
,,,Zm00001eb398170,,,,,,,,,,,,
,,,Zm00001eb398180,,,,,,,,,,,,
,,,Zm00001eb149090,,,,,,,,,,,,
,,,Zm00001eb149110,,,,,,,,,,,,
,,,Zm00001eb080540,,,,,,,,,,,,
,,,Zm00001eb080550,,,,,,,,,,,,
,,,Zm00001eb080560,,,,,,,,,,,,
,,,Zm00001eb080570,,,,,,,,,,,,
,,,Zm00001eb122600,,,,,,,,,,,,
,,,Zm00001eb122610,,,,,,,,,,,,
,,,Zm00001eb122620,,,,,,,,,,,,
,,,Zm00001eb096580,,,,,,,,,,,,
,,,Zm00001eb251530,,,,,,,,,,,,
,,,Zm00001eb042770,,,,,,,,,,,,
,,,Zm00001eb042780,,,,,,,,,,,,
,,,Zm00001eb185070,,,,,,,,,,,,
,,,Zm00001eb185080,,,,,,,,,,,,
,,,Zm00001eb394710,,,,,,,,,,,,
,,,Zm00001eb394720,,,,,,,,,,,,
,,,Zm00001eb394730,,,,,,,,,,,,
,,,Zm00001eb394740,,,,,,,,,,,,
,,,Zm00001eb234860,,,,,,,,,,,,
,,,Zm00001eb394790,,,,,,,,,,,,
,,,Zm00001eb394800,,,,,,,,,,,,
,,,Zm00001eb198220,,,,,,,,,,,,
,,,Zm00001eb198230,,,,,,,,,,,,
,,,Zm00001eb198240,,,,,,,,,,,,
,,,Zm00001eb198250,,,,,,,,,,,,
,,,Zm00001eb083620,,,,,,,,,,,,
,,,Zm00001eb083630,,,,,,,,,,,,
,,,Zm00001eb083640,,,,,,,,,,,,
,,,Zm00001eb083650,,,,,,,,,,,,
,,,Zm00001eb083660,,,,,,,,,,,,
,,,Zm00001eb141510,,,,,,,,,,,,
,,,Zm00001eb141520,,,,,,,,,,,,
,,,Zm00001eb141530,,,,,,,,,,,,
,,,Zm00001eb141540,,,,,,,,,,,,
,,,Zm00001eb141550,,,,,,,,,,,,
,,,Zm00001eb066920,,,,,,,,,,,,
